[2025-09-17 00:40:15,872] 16 root - INFO - Initiate the data ingestion
[2025-09-17 00:40:24,365] 59 root - INFO - Performed train test split on the dataframe
[2025-09-17 00:40:24,365] 60 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-17 00:40:24,366] 67 root - INFO - Exporting train & test file path
[2025-09-17 00:40:24,430] 72 root - INFO - Exported train and test file path
[2025-09-17 00:40:24,430] 18 root - INFO - Data Initiation Completed
[2025-09-17 00:40:24,436] 22 root - INFO - Initiate the data validation
[2025-09-17 00:40:24,523] 32 root - INFO - Requires no of columns:2
[2025-09-17 00:40:24,526] 33 root - INFO - Data frame has columns:31
[2025-09-17 00:40:24,526] 32 root - INFO - Requires no of columns:2
[2025-09-17 00:40:24,526] 33 root - INFO - Data frame has columns:31
[2025-09-17 00:40:24,695] 24 root - INFO - Data Validation Completed
